StationCode,isSWMP,DateTimeStamp,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb
niwcbwq   ,P,5/9/2023 6:15,,22.2,<0> ,46.46,<0> ,30.2,<0> ,39.9,<0> (CDA),2.9,<0> (CDA),0.8,<0> ,0.79,<3> ,7.3,<0> ,13,<0> 
niwcbwq   ,P,5/9/2023 6:30,,22.3,<0> ,46.76,<0> ,30.4,<0> ,42.9,<0> ,3.1,<0> ,0.87,<0> ,0.86,<3> ,7.4,<0> ,10,<0> 
niwcbwq   ,P,5/9/2023 6:45,,22.3,<0> ,47.03,<0> ,30.6,<0> ,44.1,<0> ,3.2,<0> ,0.96,<0> ,0.95,<3> ,7.4,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 7:00,,22.3,<0> ,46.54,<0> ,30.3,<0> ,47.9,<0> ,3.5,<0> ,1.04,<0> ,1.03,<3> ,7.4,<0> ,11,<0> 
niwcbwq   ,P,5/9/2023 7:15,,22.3,<0> ,46.64,<0> ,30.3,<0> ,47,<0> ,3.4,<0> ,1.12,<0> ,1.11,<3> ,7.4,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 7:30,,22.4,<0> ,46.82,<0> ,30.5,<0> ,50.4,<0> ,3.7,<0> ,1.2,<0> ,1.19,<3> ,7.4,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 7:45,,22.4,<0> ,47.09,<0> ,30.7,<0> ,51.7,<0> ,3.8,<0> ,1.28,<0> ,1.27,<3> ,7.5,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 8:00,,22.4,<0> ,47.84,<0> ,31.2,<0> ,55.7,<0> ,4,<0> ,1.36,<0> ,1.35,<3> ,7.5,<0> ,13,<0> 
niwcbwq   ,P,5/9/2023 8:15,,22.5,<0> ,48.49,<0> ,31.7,<0> ,58.3,<0> ,4.2,<0> ,1.43,<0> ,1.42,<3> ,7.5,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 8:30,,22.5,<0> ,48.96,<0> ,32,<0> ,61.4,<0> ,4.4,<0> ,1.5,<0> ,1.49,<3> ,7.6,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 8:45,,22.5,<0> ,49.12,<0> ,32.1,<0> ,63.3,<0> ,4.6,<0> ,1.56,<0> ,1.55,<3> ,7.6,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 9:00,,22.5,<0> ,49.15,<0> ,32.2,<0> ,66.3,<0> ,4.8,<0> ,1.62,<0> ,1.61,<3> ,7.6,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 9:15,,22.5,<0> ,49.26,<0> ,32.2,<0> ,67.8,<0> ,4.9,<0> ,1.67,<0> ,1.66,<3> ,7.6,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 9:30,,22.4,<0> ,49.48,<0> ,32.4,<0> ,70.3,<0> ,5.1,<0> ,1.71,<0> ,1.7,<3> ,7.7,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 9:45,,22.2,<0> ,50.18,<0> ,32.9,<0> ,78.6,<0> ,5.7,<0> ,1.75,<0> ,1.74,<3> ,7.8,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 10:00,,22.1,<0> ,50.73,<0> ,33.3,<0> ,84.9,<0> ,6.1,<0> ,1.79,<0> ,1.78,<3> ,7.8,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 10:15,,22,<0> ,51.32,<0> ,33.8,<0> ,89.9,<0> ,6.5,<0> ,1.81,<0> ,1.8,<3> ,7.9,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 10:30,,22,<0> ,51.69,<0> ,34,<0> ,92.7,<0> ,6.7,<0> ,1.83,<0> ,1.82,<3> ,7.9,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 10:45,,22.1,<0> ,51.88,<0> ,34.2,<0> ,94.7,<0> ,6.8,<0> ,1.85,<0> ,1.84,<3> ,8,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 11:00,,22.1,<0> ,51.97,<0> ,34.2,<0> ,95.5,<0> ,6.8,<0> ,1.85,<0> ,1.84,<3> ,8,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 11:15,,22.1,<0> ,51.97,<0> ,34.2,<0> ,96.6,<0> ,6.9,<0> ,1.83,<0> ,1.82,<3> ,8,<0> ,13,<0> 
niwcbwq   ,P,5/9/2023 11:30,,22.2,<0> ,51.88,<0> ,34.2,<0> ,97.1,<0> ,6.9,<0> ,1.8,<0> ,1.8,<3> ,8,<0> ,11,<0> 
niwcbwq   ,P,5/9/2023 11:45,,22.4,<0> ,51.6,<0> ,34,<0> ,95.7,<0> ,6.8,<0> ,1.76,<0> ,1.76,<3> ,7.9,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 12:00,,22.6,<0> ,51.04,<0> ,33.6,<0> ,92.1,<0> ,6.6,<0> ,1.72,<0> ,1.72,<3> ,7.9,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 12:15,,23.2,<0> ,50.4,<0> ,33.1,<0> ,87.8,<0> ,6.2,<0> ,1.67,<0> ,1.67,<3> ,7.8,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 12:30,,23.9,<0> ,49.78,<0> ,32.6,<0> ,84.5,<0> ,5.9,<0> ,1.61,<0> ,1.61,<3> ,7.7,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 12:45,,24.4,<0> ,49.37,<0> ,32.3,<0> ,83.5,<0> ,5.8,<0> ,1.55,<0> ,1.55,<3> ,7.7,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 13:00,,24.9,<0> ,49.06,<0> ,32.1,<0> ,83.7,<0> ,5.8,<0> ,1.48,<0> ,1.48,<3> ,7.7,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 13:15,,25.3,<0> ,48.8,<0> ,31.9,<0> ,85.4,<0> ,5.9,<0> ,1.41,<0> ,1.42,<3> ,7.6,<0> ,15,<0> 
niwcbwq   ,P,5/9/2023 13:30,,25.7,<0> ,48.59,<0> ,31.7,<0> ,87,<0> ,5.9,<0> ,1.34,<0> ,1.35,<3> ,7.6,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 13:45,,25.9,<0> ,48.42,<0> ,31.6,<0> ,88.4,<0> ,6,<0> ,1.27,<0> ,1.28,<3> ,7.6,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 14:00,,26.2,<0> ,48.21,<0> ,31.4,<0> ,90.2,<0> ,6.1,<0> ,1.19,<0> ,1.2,<3> ,7.6,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 14:15,,26.4,<0> ,48,<0> ,31.2,<0> ,92.2,<0> ,6.2,<0> ,1.1,<0> ,1.11,<3> ,7.6,<0> ,21,<0> 
niwcbwq   ,P,5/9/2023 14:30,,26.7,<0> ,47.82,<0> ,31.1,<0> ,93.8,<0> ,6.3,<0> ,1.03,<0> ,1.04,<3> ,7.6,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 14:45,,27,<0> ,47.6,<0> ,30.9,<0> ,95.5,<0> ,6.4,<0> ,0.95,<0> ,0.96,<3> ,7.6,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 15:00,,27.2,<0> ,47.42,<0> ,30.8,<0> ,96.9,<0> ,6.5,<0> ,0.88,<0> ,0.9,<3> ,7.6,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 15:15,,27.5,<0> ,47.26,<0> ,30.7,<0> ,98,<0> ,6.5,<0> ,0.81,<0> ,0.83,<3> ,7.6,<0> ,15,<0> 
niwcbwq   ,P,5/9/2023 15:30,,27.7,<0> ,47.08,<0> ,30.5,<0> ,98.7,<0> ,6.6,<0> ,0.74,<0> ,0.76,<3> ,7.6,<0> ,18,<0> 
niwcbwq   ,P,5/9/2023 15:45,,28,<0> ,46.88,<0> ,30.4,<0> ,99,<0> ,6.6,<0> ,0.68,<0> ,0.7,<3> ,7.6,<0> ,19,<0> 
niwcbwq   ,P,5/9/2023 16:00,,28.1,<0> ,46.7,<0> ,30.3,<0> ,99.4,<0> ,6.6,<0> ,0.64,<0> ,0.66,<3> ,7.6,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 16:15,,28.2,<0> ,46.53,<0> ,30.1,<0> ,98.9,<0> ,6.5,<0> ,0.6,<0> ,0.62,<3> ,7.6,<0> ,18,<0> 
niwcbwq   ,P,5/9/2023 16:30,,28.3,<0> ,46.41,<0> ,30,<0> ,98.8,<0> ,6.5,<0> ,0.57,<0> ,0.59,<3> ,7.6,<0> ,22,<0> 
niwcbwq   ,P,5/9/2023 16:45,,28.3,<0> ,46.31,<0> ,30,<0> ,98.3,<0> ,6.5,<0> ,0.57,<0> ,0.59,<3> ,7.6,<0> ,18,<0> 
niwcbwq   ,P,5/9/2023 17:00,,28.3,<0> ,46.26,<0> ,29.9,<0> ,98,<0> ,6.5,<0> ,0.57,<0> ,0.59,<3> ,7.6,<0> ,19,<0> 
niwcbwq   ,P,5/9/2023 17:15,,28.3,<0> ,46.21,<0> ,29.9,<0> ,96.9,<0> ,6.4,<0> ,0.58,<0> ,0.6,<3> ,7.6,<0> ,19,<0> 
niwcbwq   ,P,5/9/2023 17:30,,28.2,<0> ,46.14,<0> ,29.8,<0> ,94.8,<0> ,6.3,<0> ,0.63,<0> ,0.66,<3> ,7.6,<0> ,25,<0> 
niwcbwq   ,P,5/9/2023 17:45,,28.1,<0> ,46.36,<0> ,30,<0> ,91.6,<0> ,6.1,<0> ,0.69,<0> ,0.72,<3> ,7.5,<0> ,31,<0> 
niwcbwq   ,P,5/9/2023 18:00,,28,<0> ,46.34,<0> ,30,<0> ,95.5,<0> ,6.3,<0> ,0.75,<0> ,0.78,<3> ,7.6,<0> ,18,<0> 
niwcbwq   ,P,5/9/2023 18:15,,27.8,<0> ,46.93,<0> ,30.4,<0> ,91.2,<0> ,6,<0> ,0.81,<0> ,0.84,<3> ,7.6,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 18:30,,27.7,<0> ,46.92,<0> ,30.4,<0> ,89.9,<0> ,6,<0> ,0.88,<0> ,0.91,<3> ,7.6,<0> ,17,<0> 
niwcbwq   ,P,5/9/2023 18:45,,27.1,<0> ,46.15,<0> ,29.9,<0> ,91.9,<0> ,6.2,<0> ,0.97,<0> ,0.99,<3> ,7.6,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 19:00,,27,<0> ,45.87,<0> ,29.7,<0> ,89.5,<0> ,6,<0> ,1.08,<0> ,1.1,<3> ,7.6,<0> ,18,<0> 
niwcbwq   ,P,5/9/2023 19:15,,26.6,<0> ,45.98,<0> ,29.8,<0> ,85.2,<0> ,5.8,<0> ,1.18,<0> ,1.19,<3> ,7.5,<0> ,20,<0> 
niwcbwq   ,P,5/9/2023 19:30,,26.4,<0> ,44.96,<0> ,29,<0> ,84.1,<0> ,5.8,<0> ,1.28,<0> ,1.29,<3> ,7.5,<0> ,15,<0> 
niwcbwq   ,P,5/9/2023 19:45,,26,<0> ,46.87,<0> ,30.4,<0> ,85,<0> ,5.8,<0> ,1.37,<0> ,1.38,<3> ,7.6,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 20:00,,25.7,<0> ,48.32,<0> ,31.5,<0> ,86.1,<0> ,5.9,<0> ,1.46,<0> ,1.47,<3> ,7.6,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 20:15,,25.5,<0> ,48.66,<0> ,31.7,<0> ,87.8,<0> ,6,<0> ,1.53,<0> ,1.54,<3> ,7.6,<0> ,15,<0> 
niwcbwq   ,P,5/9/2023 20:30,,25.4,<0> ,48.88,<0> ,31.9,<0> ,90,<0> ,6.2,<0> ,1.61,<0> ,1.61,<3> ,7.7,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 20:45,,25.3,<0> ,49.05,<0> ,32,<0> ,91.8,<0> ,6.3,<0> ,1.69,<0> ,1.69,<3> ,7.7,<0> ,19,<0> 
niwcbwq   ,P,5/9/2023 21:00,,24.7,<0> ,50.48,<0> ,33.1,<0> ,98.4,<0> ,6.8,<0> ,1.75,<0> ,1.75,<3> ,7.9,<0> ,27,<0> 
niwcbwq   ,P,5/9/2023 21:15,,24.1,<0> ,51.26,<0> ,33.7,<0> ,101,<0> ,7,<0> ,1.81,<0> ,1.81,<3> ,7.9,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 21:30,,23.3,<0> ,51.72,<0> ,34,<0> ,100.5,<0> ,7.1,<0> ,1.88,<0> ,1.88,<3> ,8,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 21:45,,22.6,<0> ,51.94,<0> ,34.2,<0> ,96.9,<0> ,6.9,<0> ,1.94,<0> ,1.94,<3> ,8,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 22:00,,22.4,<0> ,52.04,<0> ,34.3,<0> ,95.9,<0> ,6.8,<0> ,2.01,<0> ,2.01,<3> ,8,<0> ,18,<0> 
niwcbwq   ,P,5/9/2023 22:15,,22.3,<0> ,52.06,<0> ,34.3,<0> ,95.2,<0> ,6.8,<0> ,2.08,<0> ,2.08,<3> ,8,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 22:30,,22.2,<0> ,52.08,<0> ,34.3,<0> ,95.5,<0> ,6.8,<0> ,2.13,<0> ,2.12,<3> ,8,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 22:45,,22.2,<0> ,52.09,<0> ,34.3,<0> ,95.8,<0> ,6.8,<0> ,2.16,<0> ,2.15,<3> ,8,<0> ,16,<0> 
niwcbwq   ,P,5/9/2023 23:00,,22.2,<0> ,52.09,<0> ,34.3,<0> ,95.9,<0> ,6.9,<0> ,2.21,<0> ,2.2,<3> ,8,<0> ,14,<0> 
niwcbwq   ,P,5/9/2023 23:15,,22.1,<0> ,52.05,<0> ,34.3,<0> ,96,<0> ,6.9,<0> ,2.24,<0> ,2.23,<3> ,8,<0> ,12,<0> 
niwcbwq   ,P,5/9/2023 23:30,,22.1,<0> ,52.03,<0> ,34.3,<0> ,96.1,<0> ,6.9,<0> ,2.26,<0> ,2.25,<3> ,8,<0> ,11,<0> 
niwcbwq   ,P,5/9/2023 23:45,,22.1,<0> ,52.02,<0> ,34.3,<0> ,96,<0> ,6.9,<0> ,2.26,<0> ,2.25,<3> ,8,<0> ,10,<0> 
niwcbwq   ,P,5/10/2023 0:00,,22.1,<0> ,52.01,<0> ,34.3,<0> ,94.5,<0> ,6.8,<0> ,2.23,<0> ,2.22,<3> ,8,<0> ,8,<0> 
niwcbwq   ,P,5/10/2023 0:15,,22.1,<0> ,52.01,<0> ,34.3,<0> ,95.4,<0> ,6.8,<0> ,2.19,<0> ,2.18,<3> ,8,<0> ,8,<0> 
niwcbwq   ,P,5/10/2023 0:30,,22.1,<0> ,52,<0> ,34.3,<0> ,93.3,<0> ,6.7,<0> ,2.13,<0> ,2.12,<3> ,8,<0> ,8,<0> 
niwcbwq   ,P,5/10/2023 0:45,,22.1,<0> ,52,<0> ,34.3,<0> ,90.2,<0> ,6.5,<0> ,2.07,<0> ,2.06,<3> ,8,<0> ,8,<0> 
niwcbwq   ,P,5/10/2023 1:00,,22.3,<0> ,51.79,<0> ,34.1,<0> ,86.2,<0> ,6.2,<0> ,2.01,<0> ,2,<3> ,7.9,<0> ,9,<0> 
niwcbwq   ,P,5/10/2023 1:15,,22.4,<0> ,51.75,<0> ,34.1,<0> ,83.7,<0> ,6,<0> ,1.95,<0> ,1.94,<3> ,7.9,<0> ,12,<0> 
niwcbwq   ,P,5/10/2023 1:30,,22.6,<0> ,51.51,<0> ,33.9,<0> ,77.6,<0> ,5.5,<0> ,1.9,<0> ,1.89,<3> ,7.8,<0> ,10,<0> 
niwcbwq   ,P,5/10/2023 1:45,,22.7,<0> ,51.3,<0> ,33.7,<0> ,77.4,<0> ,5.5,<0> ,1.84,<0> ,1.83,<3> ,7.8,<0> ,10,<0> 
niwcbwq   ,P,5/10/2023 2:00,,22.9,<0> ,51.17,<0> ,33.6,<0> ,73.2,<0> ,5.2,<0> ,1.77,<0> ,1.76,<3> ,7.8,<0> ,11,<0> 
niwcbwq   ,P,5/10/2023 2:15,,23.1,<0> ,50.82,<0> ,33.4,<0> ,71.8,<0> ,5.1,<0> ,1.69,<0> ,1.69,<3> ,7.8,<0> ,12,<0> 
niwcbwq   ,P,5/10/2023 2:30,,23.2,<0> ,50.49,<0> ,33.1,<0> ,70,<0> ,5,<0> ,1.65,<0> ,1.64,<3> ,7.7,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 2:45,,23.3,<0> ,50.25,<0> ,33,<0> ,67.8,<0> ,4.8,<0> ,1.58,<0> ,1.57,<3> ,7.7,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 3:00,,23.4,<0> ,49.81,<0> ,32.6,<0> ,62.7,<0> ,4.4,<0> ,1.51,<0> ,1.49,<3> ,7.6,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 3:15,,23.4,<0> ,49.77,<0> ,32.6,<0> ,63.5,<0> ,4.5,<0> ,1.45,<0> ,1.43,<3> ,7.6,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 3:30,,23.5,<0> ,49.42,<0> ,32.4,<0> ,59.9,<0> ,4.2,<0> ,1.38,<0> ,1.36,<3> ,7.6,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 3:45,,23.5,<0> ,49.37,<0> ,32.3,<0> ,60,<0> ,4.2,<0> ,1.31,<0> ,1.29,<3> ,7.6,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 4:00,,23.5,<0> ,49.35,<0> ,32.3,<0> ,58.8,<0> ,4.2,<0> ,1.23,<0> ,1.21,<3> ,7.6,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 4:15,,23.4,<0> ,49.55,<0> ,32.4,<0> ,59.9,<0> ,4.2,<0> ,1.16,<0> ,1.14,<3> ,7.6,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 4:30,,23.1,<0> ,49.35,<0> ,32.3,<0> ,54.3,<0> ,3.9,<0> ,1.09,<0> ,1.07,<3> ,7.5,<0> ,18,<0> 
niwcbwq   ,P,5/10/2023 4:45,,23.3,<0> ,49.39,<0> ,32.3,<0> ,56.9,<0> ,4,<0> ,1.02,<0> ,1,<3> ,7.6,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 5:00,,23.3,<0> ,49.35,<0> ,32.3,<0> ,56,<0> ,4,<0> ,0.96,<0> ,0.93,<3> ,7.5,<0> ,16,<0> 
niwcbwq   ,P,5/10/2023 5:15,,23.2,<0> ,49.07,<0> ,32.1,<0> ,55,<0> ,3.9,<0> ,0.89,<0> ,0.86,<3> ,7.5,<0> ,20,<0> 
niwcbwq   ,P,5/10/2023 5:30,,23.2,<0> ,48.72,<0> ,31.8,<0> ,54.7,<0> ,3.9,<0> ,0.86,<0> ,0.83,<3> ,7.5,<0> ,16,<0> 
niwcbwq   ,P,5/10/2023 5:45,,23.1,<0> ,48.76,<0> ,31.9,<0> ,55.9,<0> ,4,<0> ,0.88,<0> ,0.85,<3> ,7.5,<0> ,21,<0> 
niwcbwq   ,P,5/10/2023 6:00,,23.2,<0> ,48.96,<0> ,32,<0> ,55.9,<0> ,4,<0> ,0.92,<0> ,0.88,<3> ,7.5,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 6:15,,23.2,<0> ,49.13,<0> ,32.1,<0> ,53.7,<0> ,3.8,<0> ,0.95,<0> ,0.91,<3> ,7.5,<0> ,17,<0> 
niwcbwq   ,P,5/10/2023 6:30,,23.1,<0> ,49.08,<0> ,32.1,<0> ,57.5,<0> ,4.1,<0> ,1,<0> ,0.96,<3> ,7.5,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 6:45,,23.1,<0> ,49.16,<0> ,32.2,<0> ,57.2,<0> ,4.1,<0> ,1.07,<0> ,1.02,<3> ,7.5,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 7:00,,23.1,<0> ,49.22,<0> ,32.2,<0> ,58.6,<0> ,4.2,<0> ,1.15,<0> ,1.1,<3> ,7.5,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 7:15,,23.2,<0> ,48.91,<0> ,32,<0> ,61.4,<0> ,4.4,<0> ,1.22,<0> ,1.17,<3> ,7.5,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 7:30,,23.3,<0> ,48.53,<0> ,31.7,<0> ,63.3,<0> ,4.5,<0> ,1.3,<0> ,1.25,<3> ,7.5,<0> ,12,<0> 
niwcbwq   ,P,5/10/2023 7:45,,23.3,<0> ,48.6,<0> ,31.8,<0> ,62.7,<0> ,4.5,<0> ,1.38,<0> ,1.32,<3> ,7.5,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 8:00,,23.3,<0> ,48.94,<0> ,32,<0> ,63,<0> ,4.5,<0> ,1.46,<0> ,1.4,<3> ,7.5,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 8:15,,23.2,<0> ,49.21,<0> ,32.2,<0> ,64.3,<0> ,4.6,<0> ,1.52,<0> ,1.46,<3> ,7.6,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 8:30,,23.3,<0> ,49.58,<0> ,32.5,<0> ,68,<0> ,4.8,<0> ,1.58,<0> ,1.52,<3> ,7.6,<0> ,12,<0> 
niwcbwq   ,P,5/10/2023 8:45,,23.3,<0> ,49.78,<0> ,32.6,<0> ,70,<0> ,5,<0> ,1.64,<0> ,1.58,<3> ,7.6,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 9:00,,23.2,<0> ,50.04,<0> ,32.8,<0> ,73.3,<0> ,5.2,<0> ,1.69,<0> ,1.63,<3> ,7.7,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 9:15,,23,<0> ,50.33,<0> ,33,<0> ,77.9,<0> ,5.5,<0> ,1.74,<0> ,1.68,<3> ,7.7,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 9:30,,22.8,<0> ,50.71,<0> ,33.3,<0> ,82.9,<0> ,5.9,<0> ,1.79,<0> ,1.73,<3> ,7.8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 9:45,,22.4,<0> ,51.13,<0> ,33.6,<0> ,90.1,<0> ,6.4,<0> ,1.84,<0> ,1.77,<3> ,7.8,<0> ,16,<0> 
niwcbwq   ,P,5/10/2023 10:00,,22.2,<0> ,51.52,<0> ,33.9,<0> ,96.8,<0> ,6.9,<0> ,1.9,<0> ,1.83,<3> ,7.9,<0> ,19,<0> 
niwcbwq   ,P,5/10/2023 10:15,,22.2,<0> ,51.9,<0> ,34.2,<0> ,99.4,<0> ,7.1,<0> ,1.94,<0> ,1.87,<3> ,7.9,<0> ,22,<0> 
niwcbwq   ,P,5/10/2023 10:30,,22.2,<0> ,52.17,<0> ,34.4,<0> ,100,<0> ,7.1,<0> ,1.99,<0> ,1.92,<3> ,7.9,<0> ,29,<0> 
niwcbwq   ,P,5/10/2023 10:45,,22.1,<0> ,52.33,<0> ,34.5,<0> ,99.6,<0> ,7.1,<0> ,2.03,<0> ,1.96,<3> ,8,<0> ,28,<0> 
niwcbwq   ,P,5/10/2023 11:00,,22.1,<0> ,52.43,<0> ,34.6,<0> ,99.6,<0> ,7.1,<0> ,2.07,<0> ,2,<3> ,8,<0> ,28,<0> 
niwcbwq   ,P,5/10/2023 11:15,,22.1,<0> ,52.47,<0> ,34.6,<0> ,99.3,<0> ,7.1,<0> ,2.1,<0> ,2.03,<3> ,8,<0> ,20,<0> 
niwcbwq   ,P,5/10/2023 11:30,,22.2,<0> ,52.48,<0> ,34.6,<0> ,99.3,<0> ,7.1,<0> ,2.12,<0> ,2.06,<3> ,8,<0> ,20,<0> 
niwcbwq   ,P,5/10/2023 11:45,,22.2,<0> ,52.49,<0> ,34.6,<0> ,99.5,<0> ,7.1,<0> ,2.13,<0> ,2.07,<3> ,8,<0> ,23,<0> 
niwcbwq   ,P,5/10/2023 12:00,,22.3,<0> ,52.5,<0> ,34.6,<0> ,99.5,<0> ,7.1,<0> ,2.13,<0> ,2.06,<3> ,8,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 12:15,,22.4,<0> ,52.49,<0> ,34.6,<0> ,100,<0> ,7.1,<0> ,2.12,<0> ,2.05,<3> ,8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 12:30,,22.3,<0> ,52.48,<0> ,34.6,<0> ,100.2,<0> ,7.1,<0> ,2.09,<0> ,2.03,<3> ,8,<0> ,22,<0> 
niwcbwq   ,P,5/10/2023 12:45,,22.4,<0> ,52.49,<0> ,34.6,<0> ,100.2,<0> ,7.1,<0> ,2.05,<0> ,1.99,<3> ,8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 13:00,,22.5,<0> ,52.46,<0> ,34.6,<0> ,101.9,<0> ,7.2,<0> ,2.01,<0> ,1.95,<3> ,8,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 13:15,,22.6,<0> ,52.45,<0> ,34.6,<0> ,103.6,<0> ,7.3,<0> ,1.98,<0> ,1.92,<3> ,8,<0> ,12,<0> 
niwcbwq   ,P,5/10/2023 13:30,,23,<0> ,52.26,<0> ,34.5,<0> ,105.2,<0> ,7.4,<0> ,1.94,<0> ,1.88,<3> ,8,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 13:45,,23.3,<0> ,52.09,<0> ,34.3,<0> ,105.9,<0> ,7.4,<0> ,1.9,<0> ,1.84,<3> ,7.9,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 14:00,,23.6,<0> ,51.93,<0> ,34.2,<0> ,107.8,<0> ,7.5,<0> ,1.86,<0> ,1.8,<3> ,7.9,<0> ,12,<0> 
niwcbwq   ,P,5/10/2023 14:15,,24,<0> ,51.74,<0> ,34,<0> ,108.2,<0> ,7.5,<0> ,1.8,<0> ,1.74,<3> ,7.9,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 14:30,,24.4,<0> ,51.42,<0> ,33.8,<0> ,108.6,<0> ,7.5,<0> ,1.75,<0> ,1.69,<3> ,7.9,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 14:45,,25,<0> ,51.09,<0> ,33.5,<0> ,110.2,<0> ,7.5,<0> ,1.7,<0> ,1.64,<3> ,7.9,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 15:00,,25.1,<0> ,50.95,<0> ,33.4,<0> ,109.5,<0> ,7.5,<0> ,1.64,<0> ,1.58,<3> ,7.8,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 15:15,,25.3,<0> ,50.86,<0> ,33.4,<0> ,109.9,<0> ,7.5,<0> ,1.57,<0> ,1.51,<3> ,7.8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 15:30,,25.4,<0> ,50.74,<0> ,33.3,<0> ,109.1,<0> ,7.4,<0> ,1.51,<0> ,1.45,<3> ,7.8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 15:45,,25.5,<0> ,50.58,<0> ,33.2,<0> ,109.5,<0> ,7.4,<0> ,1.45,<0> ,1.39,<3> ,7.8,<0> ,16,<0> 
niwcbwq   ,P,5/10/2023 16:00,,25.7,<0> ,50.44,<0> ,33,<0> ,109.3,<0> ,7.4,<0> ,1.38,<0> ,1.32,<3> ,7.8,<0> ,16,<0> 
niwcbwq   ,P,5/10/2023 16:15,,25.8,<0> ,50.33,<0> ,33,<0> ,109.4,<0> ,7.4,<0> ,1.31,<0> ,1.25,<3> ,7.8,<0> ,26,<0> 
