StationCode,isSWMP,DateTimeStamp,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb
niwcbwq   ,P,5/10/2023 16:30,,25.9,<0> ,50.26,<0> ,32.9,<0> ,109.4,<0> ,7.4,<0> ,1.24,<0> ,1.18,<3> ,7.8,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 16:45,,25.9,<0> ,50.25,<0> ,32.9,<0> ,109.1,<0> ,7.4,<0> ,1.17,<0> ,1.11,<3> ,7.8,<0> ,21,<0> 
niwcbwq   ,P,5/10/2023 17:00,,25.9,<0> ,50.33,<0> ,33,<0> ,108.6,<0> ,7.3,<0> ,1.12,<0> ,1.06,<3> ,7.8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 17:15,,25.8,<0> ,50.35,<0> ,33,<0> ,107.2,<0> ,7.2,<0> ,1.08,<0> ,1.02,<3> ,7.8,<0> ,18,<0> 
niwcbwq   ,P,5/10/2023 17:30,,26.1,<0> ,50.17,<0> ,32.8,<0> ,105.3,<0> ,7.1,<0> ,1.04,<0> ,0.98,<3> ,7.8,<0> ,22,<0> 
niwcbwq   ,P,5/10/2023 17:45,,26,<0> ,50.17,<0> ,32.8,<0> ,104.3,<0> ,7,<0> ,1.03,<0> ,0.97,<3> ,7.8,<0> ,24,<0> 
niwcbwq   ,P,5/10/2023 18:00,,26,<0> ,50.01,<0> ,32.7,<0> ,105,<0> ,7.1,<0> ,1.03,<0> ,0.97,<3> ,7.7,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 18:15,,25.9,<0> ,50.04,<0> ,32.7,<0> ,104.5,<0> ,7.1,<0> ,1.03,<0> ,0.97,<3> ,7.7,<0> ,12,<0> 
niwcbwq   ,P,5/10/2023 18:30,,25.9,<0> ,50.14,<0> ,32.8,<0> ,104.8,<0> ,7.1,<0> ,1.06,<0> ,1,<3> ,7.8,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 18:45,,25.8,<0> ,50.22,<0> ,32.9,<0> ,103.7,<0> ,7,<0> ,1.09,<0> ,1.03,<3> ,7.8,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 19:00,,25.7,<0> ,50.29,<0> ,32.9,<0> ,102.5,<0> ,7,<0> ,1.16,<0> ,1.1,<3> ,7.8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 19:15,,25.6,<0> ,50.32,<0> ,33,<0> ,102.2,<0> ,6.9,<0> ,1.24,<0> ,1.18,<3> ,7.8,<0> ,16,<0> 
niwcbwq   ,P,5/10/2023 19:30,,25.4,<0> ,50.34,<0> ,33,<0> ,101.4,<0> ,6.9,<0> ,1.31,<0> ,1.25,<3> ,7.8,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 19:45,,25.2,<0> ,50.16,<0> ,32.9,<0> ,102.4,<0> ,7,<0> ,1.39,<0> ,1.33,<3> ,7.8,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 20:00,,25.2,<0> ,50.26,<0> ,32.9,<0> ,101.8,<0> ,7,<0> ,1.48,<0> ,1.42,<3> ,7.8,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 20:15,,25,<0> ,50.45,<0> ,33.1,<0> ,101.7,<0> ,7,<0> ,1.55,<0> ,1.48,<3> ,7.8,<0> ,13,<0> 
niwcbwq   ,P,5/10/2023 20:30,,24.9,<0> ,50.62,<0> ,33.2,<0> ,101.5,<0> ,7,<0> ,1.63,<0> ,1.56,<3> ,7.8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 20:45,,24.9,<0> ,50.84,<0> ,33.4,<0> ,102.2,<0> ,7,<0> ,1.7,<0> ,1.63,<3> ,7.8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 21:00,,24.7,<0> ,51.04,<0> ,33.5,<0> ,102.4,<0> ,7,<0> ,1.76,<0> ,1.69,<3> ,7.8,<0> ,18,<0> 
niwcbwq   ,P,5/10/2023 21:15,,24.4,<0> ,51.28,<0> ,33.7,<0> ,103.3,<0> ,7.1,<0> ,1.83,<0> ,1.76,<3> ,7.9,<0> ,19,<0> 
niwcbwq   ,P,5/10/2023 21:30,,24,<0> ,51.65,<0> ,34,<0> ,103.4,<0> ,7.2,<0> ,1.91,<0> ,1.84,<3> ,7.9,<0> ,18,<0> 
niwcbwq   ,P,5/10/2023 21:45,,23.4,<0> ,52.06,<0> ,34.3,<0> ,100.7,<0> ,7.1,<0> ,1.98,<0> ,1.91,<3> ,7.9,<0> ,21,<0> 
niwcbwq   ,P,5/10/2023 22:00,,22.8,<0> ,52.41,<0> ,34.6,<0> ,98.9,<0> ,7,<0> ,2.05,<0> ,1.98,<3> ,8,<0> ,18,<0> 
niwcbwq   ,P,5/10/2023 22:15,,22.6,<0> ,52.54,<0> ,34.7,<0> ,98.7,<0> ,7,<0> ,2.13,<0> ,2.06,<3> ,8,<0> ,19,<0> 
niwcbwq   ,P,5/10/2023 22:30,,22.6,<0> ,52.55,<0> ,34.7,<0> ,98.3,<0> ,7,<0> ,2.21,<0> ,2.13,<3> ,8,<0> ,18,<0> 
niwcbwq   ,P,5/10/2023 22:45,,22.5,<0> ,52.56,<0> ,34.7,<0> ,98.1,<0> ,7,<0> ,2.28,<0> ,2.2,<3> ,8,<0> ,17,<0> 
niwcbwq   ,P,5/10/2023 23:00,,22.6,<0> ,52.55,<0> ,34.7,<0> ,98,<0> ,6.9,<0> ,2.34,<0> ,2.26,<3> ,8,<0> ,17,<0> 
niwcbwq   ,P,5/10/2023 23:15,,22.6,<0> ,52.55,<0> ,34.7,<0> ,98,<0> ,6.9,<0> ,2.4,<0> ,2.32,<3> ,8,<0> ,14,<0> 
niwcbwq   ,P,5/10/2023 23:30,,22.6,<0> ,52.54,<0> ,34.7,<0> ,98,<0> ,6.9,<0> ,2.45,<0> ,2.38,<3> ,8,<0> ,15,<0> 
niwcbwq   ,P,5/10/2023 23:45,,22.7,<0> ,52.52,<0> ,34.6,<0> ,97.8,<0> ,6.9,<0> ,2.49,<0> ,2.42,<3> ,8,<0> ,15,<0> 
niwcbwq   ,P,6/6/2023 0:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 0:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 0:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 0:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 1:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 1:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 1:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 1:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 2:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 2:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 2:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 2:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 3:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 3:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 3:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 3:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 4:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 4:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 4:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 4:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 5:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 5:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 5:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 5:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 6:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 6:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 6:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 6:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 7:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 7:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 7:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 7:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 8:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 8:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 8:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 8:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 9:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 9:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 9:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 9:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 10:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 10:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 10:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 10:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 11:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 11:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 11:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 11:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 12:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 12:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 12:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 12:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 13:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 13:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 13:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 13:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 14:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 14:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 14:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 14:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 15:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 15:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 15:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 15:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 16:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 16:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 16:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 16:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 17:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 17:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 17:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 17:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 18:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 18:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 18:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 18:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 19:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 19:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 19:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 19:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 20:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 20:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 20:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 20:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 21:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 21:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 21:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 21:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 22:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 22:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 22:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 22:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 23:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 23:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 23:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/6/2023 23:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/7/2023 0:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/7/2023 0:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/7/2023 0:30,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/7/2023 0:45,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/7/2023 1:00,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
niwcbwq   ,P,6/7/2023 1:15,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM]
