StationCode,isSWMP,DateTimeStamp,F_Record,ATemp,F_ATemp,RH,F_RH,BP,F_BP,WSpd,F_WSpd,MaxWSpd,Wdir,F_Wdir,SDWDir,F_SDWDir,TotPAR,F_TotPAR,TotPrcp,F_TotPrcp,TotSoRad,F_TotSoRad,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor
niwcbwq   ,P,6/7/2023 4:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 4:00,,21.4,<0> ,88,<0> ,1008,<0> ,2.1,<0> ,3.8,278,<0> ,31,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 4:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 4:15,,21.2,<0> ,88,<0> ,1008,<0> ,1.9,<0> ,3.3,307,<0> ,17,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 4:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 4:30,,21,<0> ,89,<0> ,1008,<0> ,1.7,<0> ,2.6,317,<0> ,15,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 4:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 4:45,,20.7,<0> ,90,<0> ,1008,<0> ,1.1,<0> ,2.3,309,<0> ,13,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 5:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 5:00,,20.6,<0> ,91,<0> ,1008,<0> ,0.6,<0> ,1.4,351,<0> ,18,<0> ,0.8,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 5:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 5:15,,20.4,<0> ,91,<0> ,1008,<0> ,0.8,<0> ,1.5,26,<0> ,8,<0> ,8.1,<0> ,0,<0> ,4,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 5:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 5:30,,20.3,<0> ,92,<0> ,1008,<0> ,0.1,<0> ,0.5,62,<0> ,31,<0> ,26.5,<0> ,0,<0> ,18,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 5:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 5:45,,20.3,<0> ,92,<0> ,1008,<0> ,0.8,<0> ,1.4,240,<0> ,14,<0> ,61.2,<0> ,0,<0> ,46,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 6:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 6:00,,20.3,<0> ,92,<0> ,1008,<0> ,0.6,<0> ,1.4,263,<0> ,23,<0> ,114.5,<0> ,0,<0> ,81,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 6:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 6:15,,20.4,<0> ,93,<0> ,1008,<0> ,0.6,<0> ,0.9,264,<0> ,34,<0> ,176,<0> ,0,<0> ,119,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 6:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 6:30,,20.8,<0> ,93,<0> ,1008,<0> ,0.8,<0> ,1.5,246,<0> ,12,<0> ,253.2,<0> ,0,<0> ,168,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 6:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 6:45,,21.2,<0> ,92,<0> ,1008,<0> ,1,<0> ,1.9,235,<0> ,18,<0> ,337.1,<0> ,0,<0> ,216,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 7:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 7:00,,21.7,<0> ,90,<0> ,1008,<0> ,1.5,<0> ,2.4,225,<0> ,11,<0> ,405.1,<0> ,0,<0> ,259,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 7:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 7:15,,22.1,<0> ,87,<0> ,1008,<0> ,1.4,<0> ,2.2,250,<0> ,31,<0> ,488.8,<0> ,0,<0> ,308,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 7:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 7:30,,22.5,<0> ,84,<0> ,1008,<0> ,2.2,<0> ,3.9,278,<0> ,14,<0> ,577.4,<0> ,0,<0> ,357,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 7:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 7:45,,22.9,<0> ,80,<0> ,1008,<0> ,3,<0> ,4.5,279,<0> ,15,<0> ,669.7,<0> ,0,<0> ,403,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 8:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 8:00,,23.3,<0> ,78,<0> ,1008,<0> ,3.5,<0> ,5.7,284,<0> ,14,<0> ,781.7,<0> ,0,<0> ,455,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 8:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 8:15,,23.8,<0> ,77,<0> ,1008,<0> ,3.5,<0> ,5.4,300,<0> ,15,<0> ,873.7,<0> ,0,<0> ,510,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 8:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 8:30,,24.2,<0> ,74,<0> ,1008,<0> ,4.2,<0> ,6.4,305,<0> ,14,<0> ,931.8,<0> ,0,<0> ,550,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 8:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 8:45,,24.4,<0> ,73,<0> ,1008,<0> ,4,<0> ,6.1,301,<0> ,13,<0> ,884.2,<0> ,0,<0> ,523,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 9:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 9:00,,24.7,<0> ,72,<0> ,1008,<0> ,3.5,<0> ,5,283,<0> ,11,<0> ,900.5,<0> ,0,<0> ,526,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 9:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 9:15,,25.1,<0> ,71,<0> ,1007,<0> ,3.6,<0> ,5.4,295,<0> ,16,<0> ,1104.5,<0> ,0,<0> ,654,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 9:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 9:30,,25.5,<0> ,70,<0> ,1007,<0> ,3.6,<0> ,5.1,295,<0> ,17,<0> ,1248.5,<0> ,0,<0> ,738,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 9:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 9:45,,26.2,<0> ,67,<0> ,1008,<0> ,3,<0> ,4.6,288,<0> ,15,<0> ,1300.9,<0> ,0,<0> ,764,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 10:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 10:00,,26.6,<0> ,66,<0> ,1008,<0> ,2.5,<0> ,4,288,<0> ,23,<0> ,1355.3,<0> ,0,<0> ,796,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 10:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 10:15,,27,<0> ,63,<0> ,1008,<0> ,2.4,<0> ,4.3,307,<0> ,31,<0> ,1431.2,<0> ,0,<0> ,843,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 10:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 10:30,,27.5,<0> ,58,<0> ,1008,<0> ,2.7,<0> ,4.4,285,<0> ,24,<0> ,1478.6,<0> ,0,<0> ,869,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 10:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 10:45,,27.9,<0> ,53,<0> ,1008,<0> ,2.3,<0> ,5.4,319,<0> ,33,<0> ,1526.8,<0> ,0,<0> ,896,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 11:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 11:00,,28.2,<0> ,51,<0> ,1007,<0> ,1.9,<0> ,4.4,304,<0> ,39,<0> ,1569.4,<0> ,0,<0> ,918,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 11:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 11:15,,28.5,<0> ,48,<0> ,1007,<0> ,2.3,<0> ,4.4,284,<0> ,22,<0> ,1602.8,<0> ,0,<0> ,939,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 11:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 11:30,,28.6,<0> ,48,<0> ,1007,<0> ,1.6,<0> ,4,320,<0> ,21,<0> ,1623.1,<0> ,0,<0> ,948,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 11:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 11:45,,28.7,<0> ,53,<0> ,1007,<0> ,2,<0> ,4.1,187,<0> ,34,<0> ,1651.3,<0> ,0,<0> ,948,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 12:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 12:00,,27.2,<0> ,67,<0> ,1007,<0> ,4.2,<0> ,5.8,151,<0> ,10,<0> ,1659.2,<0> ,0,<0> ,923,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 12:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 12:15,,27,<0> ,69,<0> ,1007,<0> ,4.3,<0> ,5.6,147,<0> ,9,<0> ,1664.8,<0> ,0,<0> ,929,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 12:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 12:30,,27.7,<0> ,65,<0> ,1006,<0> ,3.8,<0> ,5,150,<0> ,11,<0> ,1683.3,<0> ,0,<0> ,941,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 12:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 12:45,,27.6,<0> ,69,<0> ,1006,<0> ,5.1,<0> ,7.8,140,<0> ,9,<0> ,1625.1,<0> ,0,<0> ,921,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 13:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 13:00,,27.5,<0> ,69,<0> ,1006,<0> ,4.7,<0> ,6.4,148,<0> ,10,<0> ,944.9,<0> ,0,<0> ,523,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 13:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 13:15,,27.4,<0> ,72,<0> ,1006,<0> ,4.4,<0> ,5.9,129,<0> ,11,<0> ,1401.1,<0> ,0,<0> ,792,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 13:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 13:30,,27.6,<0> ,68,<0> ,1006,<0> ,3.2,<0> ,4.9,118,<0> ,16,<0> ,1321.7,<0> ,0,<0> ,767,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 13:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 13:45,,29.5,<0> ,53,<0> ,1006,<0> ,2.2,<0> ,5.9,296,<0> ,49,<0> ,876.5,<0> ,0,<0> ,483,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 14:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 14:00,,30.8,<0> ,44,<0> ,1005,<0> ,3.5,<0> ,6.1,262,<0> ,17,<0> ,1303.2,<0> ,0,<0> ,752,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 14:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 14:15,,31.2,<0> ,42,<0> ,1005,<0> ,3.4,<0> ,6,262,<0> ,20,<0> ,1572.6,<0> ,0,<0> ,909,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 14:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 14:30,,31.4,<0> ,41,<0> ,1005,<0> ,3.8,<0> ,7.5,252,<0> ,24,<0> ,1350,<0> ,0,<0> ,761,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 14:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 14:45,,31.1,<0> ,42,<0> ,1005,<0> ,4.5,<0> ,7.5,257,<0> ,19,<0> ,843,<0> ,0,<0> ,481,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 15:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 15:00,,29.5,<0> ,57,<0> ,1005,<0> ,4.3,<0> ,7.3,225,<0> ,18,<0> ,304.4,<0> ,0,<0> ,158,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 15:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 15:15,,27.9,<0> ,71,<0> ,1005,<0> ,5.3,<0> ,7.8,209,<0> ,9,<0> ,269.6,<0> ,0,<0> ,135,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 15:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 15:30,,27.4,<0> ,73,<0> ,1004,<0> ,5,<0> ,7.6,216,<0> ,10,<0> ,420.5,<0> ,0,<0> ,215,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 15:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 15:45,,27.2,<0> ,71,<0> ,1004,<0> ,5.4,<0> ,7.5,215,<0> ,8,<0> ,1215.7,<0> ,0,<0> ,686,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 16:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 16:00,,27,<0> ,64,<0> ,1004,<0> ,6.3,<0> ,9.6,203,<0> ,10,<0> ,1000.5,<0> ,0,<0> ,583,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 16:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 16:15,,25.9,<0> ,73,<0> ,1004,<0> ,6.6,<0> ,9.7,200,<0> ,9,<0> ,720.3,<0> ,0,<0> ,408,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 16:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 16:30,,26.5,<0> ,73,<0> ,1004,<0> ,5.7,<0> ,8.4,206,<0> ,11,<0> ,616.4,<0> ,0,<0> ,364,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 16:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 16:45,,26.1,<0> ,67,<0> ,1004,<0> ,5.5,<0> ,7.9,202,<0> ,10,<0> ,425.5,<0> ,0,<0> ,235,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 17:00,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 17:00,,26.1,<0> ,73,<0> ,1005,<0> ,4.8,<0> ,6.9,197,<0> ,11,<0> ,476.8,<0> ,0,<0> ,284,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 17:15,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 17:15,,25.4,<0> ,75,<0> ,1004,<0> ,3.9,<0> ,6.2,203,<0> ,10,<0> ,182.8,<0> ,0,<0> ,102,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 17:30,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
niwolmet  ,P,6/7/2023 17:30,,25.5,<0> ,77,<0> ,1004,<0> ,3.1,<0> ,5.3,206,<0> ,12,<0> ,162.5,<0> ,0,<0> ,88,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,6/7/2023 17:45,,,,,,,,,,,,,,,,,,,,,,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,<-2> [GIM],,,,<-2> [GIM],,<-2> [GIM],,<-1> 
