StationCode,isSWMP,DateTimeStamp,F_Record,ATemp,F_ATemp,RH,F_RH,BP,F_BP,WSpd,F_WSpd,MaxWSpd,Wdir,F_Wdir,SDWDir,F_SDWDir,TotPAR,F_TotPAR,TotPrcp,F_TotPrcp,TotSoRad,F_TotSoRad,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor
niwcbwq   ,P,5/8/2023 0:00,,,,,,,,,,,,,,,,,,,,,21.8,<0> ,51.73,<0> ,34.1,<0> ,74.5,<0> ,5.4,<0> ,1.87,<0> ,1.82,<3> ,7.8,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 0:00,,20.9,<0> ,74,<0> ,1018,<0> ,4.5,<0> ,6.7,238,<0> ,8,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 0:15,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,51.46,<0> ,33.9,<0> ,71.6,<0> ,5.2,<0> ,1.8,<0> ,1.75,<3> ,7.8,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 0:15,,20.8,<0> ,74,<0> ,1018,<0> ,4.9,<0> ,8.5,240,<0> ,8,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 0:30,,,,,,,,,,,,,,,,,,,,,22,<0> ,51.22,<0> ,33.7,<0> ,70.8,<0> ,5.1,<0> ,1.72,<0> ,1.68,<3> ,7.7,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 0:30,,20.9,<0> ,73,<0> ,1017,<0> ,5.6,<0> ,7.4,236,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 0:45,,,,,,,,,,,,,,,,,,,,,22,<0> ,50.97,<0> ,33.5,<0> ,65.7,<0> ,4.7,<0> ,1.65,<0> ,1.61,<3> ,7.7,<0> ,15,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 0:45,,20.8,<0> ,73,<0> ,1017,<0> ,5.2,<0> ,7.6,236,<0> ,10,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 1:00,,,,,,,,,,,,,,,,,,,,,22,<0> ,50.78,<0> ,33.4,<0> ,66.4,<0> ,4.8,<0> ,1.57,<0> ,1.53,<3> ,7.7,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 1:00,,20.7,<0> ,73,<0> ,1017,<0> ,4.9,<0> ,7.2,237,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 1:15,,,,,,,,,,,,,,,,,,,,,22,<0> ,50.57,<0> ,33.2,<0> ,63.4,<0> ,4.6,<0> ,1.49,<0> ,1.45,<3> ,7.6,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 1:15,,20.6,<0> ,73,<0> ,1017,<0> ,5.1,<0> ,7.4,242,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 1:30,,,,,,,,,,,,,,,,,,,,,22.1,<0> ,50.43,<0> ,33.1,<0> ,62.6,<0> ,4.5,<0> ,1.4,<0> ,1.36,<3> ,7.6,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 1:30,,20.6,<0> ,74,<0> ,1017,<0> ,4.7,<0> ,7,238,<0> ,10,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 1:45,,,,,,,,,,,,,,,,,,,,,22.1,<0> ,50.24,<0> ,33,<0> ,60.8,<0> ,4.4,<0> ,1.31,<0> ,1.28,<3> ,7.6,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 1:45,,20.5,<0> ,74,<0> ,1016,<0> ,4.9,<0> ,7.4,236,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 2:00,,,,,,,,,,,,,,,,,,,,,22.1,<0> ,50.1,<0> ,32.9,<0> ,58.9,<0> ,4.3,<0> ,1.22,<0> ,1.19,<3> ,7.5,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 2:00,,20.4,<0> ,75,<0> ,1016,<0> ,4.6,<0> ,6.3,239,<0> ,8,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 2:15,,,,,,,,,,,,,,,,,,,,,22.1,<0> ,49.87,<0> ,32.7,<0> ,55.5,<0> ,4,<0> ,1.13,<0> ,1.1,<3> ,7.5,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 2:15,,20.4,<0> ,75,<0> ,1016,<0> ,5,<0> ,7.1,235,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 2:30,,,,,,,,,,,,,,,,,,,,,22,<0> ,49.76,<0> ,32.6,<0> ,54.4,<0> ,3.9,<0> ,1.04,<0> ,1.01,<3> ,7.5,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 2:30,,20.3,<0> ,76,<0> ,1016,<0> ,4.8,<0> ,7.7,237,<0> ,8,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 2:45,,,,,,,,,,,,,,,,,,,,,22,<0> ,49.56,<0> ,32.5,<0> ,52.5,<0> ,3.8,<0> ,0.96,<0> ,0.93,<3> ,7.4,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 2:45,,20.3,<0> ,76,<0> ,1016,<0> ,5,<0> ,8,237,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 3:00,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,49.42,<0> ,32.4,<0> ,51.1,<0> ,3.7,<0> ,0.88,<0> ,0.85,<3> ,7.4,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 3:00,,20.3,<0> ,76,<0> ,1016,<0> ,4.8,<0> ,7.3,232,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 3:15,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,49.29,<0> ,32.3,<0> ,50.3,<0> ,3.7,<0> ,0.8,<0> ,0.78,<3> ,7.4,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 3:15,,20.2,<0> ,77,<0> ,1015,<0> ,5.5,<0> ,8.2,229,<0> ,8,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 3:30,,,,,,,,,,,,,,,,,,,,,21.8,<0> ,48.96,<0> ,32,<0> ,48.7,<0> ,3.6,<0> ,0.72,<0> ,0.7,<3> ,7.4,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 3:30,,20.2,<0> ,77,<0> ,1015,<0> ,4.7,<0> ,7.8,236,<0> ,8,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 3:45,,,,,,,,,,,,,,,,,,,,,21.8,<0> ,48.72,<0> ,31.9,<0> ,48.1,<0> ,3.5,<0> ,0.66,<0> ,0.64,<3> ,7.3,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 3:45,,20.1,<0> ,78,<0> ,1015,<0> ,4.8,<0> ,7.2,238,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 4:00,,,,,,,,,,,,,,,,,,,,,21.7,<0> ,48.26,<0> ,31.5,<0> ,47.5,<0> ,3.5,<0> ,0.6,<0> ,0.58,<3> ,7.3,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 4:00,,20,<0> ,79,<0> ,1015,<0> ,4.9,<0> ,6.9,239,<0> ,8,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 4:15,,,,,,,,,,,,,,,,,,,,,21.6,<0> ,47.87,<0> ,31.2,<0> ,47.2,<0> ,3.5,<0> ,0.55,<0> ,0.52,<3> ,7.3,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 4:15,,20,<0> ,79,<0> ,1016,<0> ,4.2,<0> ,6.5,258,<0> ,11,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 4:30,,,,,,,,,,,,,,,,,,,,,21.6,<0> ,47.54,<0> ,31,<0> ,46.7,<0> ,3.4,<0> ,0.52,<0> ,0.49,<3> ,7.3,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 4:30,,19.9,<0> ,81,<0> ,1016,<0> ,3.9,<0> ,5.7,254,<0> ,11,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 4:45,,,,,,,,,,,,,,,,,,,,,21.5,<0> ,47.39,<0> ,30.9,<0> ,46.2,<0> ,3.4,<0> ,0.52,<0> ,0.49,<3> ,7.3,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 4:45,,19.7,<0> ,82,<0> ,1016,<0> ,3.8,<0> ,5.7,259,<0> ,11,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 5:00,,,,,,,,,,,,,,,,,,,,,21.4,<0> ,47.66,<0> ,31.1,<0> ,44,<0> ,3.3,<0> ,0.57,<0> ,0.53,<3> ,7.3,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 5:00,,19.5,<0> ,83,<0> ,1017,<0> ,3.8,<0> ,5.2,258,<0> ,9,<0> ,0,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 5:15,,,,,,,,,,,,,,,,,,,,,21.4,<0> ,48.02,<0> ,31.4,<0> ,43.2,<0> ,3.2,<0> ,0.65,<0> ,0.61,<3> ,7.3,<0> ,15,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 5:15,,19.3,<0> ,84,<0> ,1017,<0> ,3.2,<0> ,4.9,258,<0> ,9,<0> ,0.7,<0> ,0,<0> ,0,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 5:30,,,,,,,,,,,,,,,,,,,,,21.5,<0> ,48.33,<0> ,31.6,<0> ,45.9,<0> ,3.4,<0> ,0.73,<0> ,0.69,<3> ,7.3,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 5:30,,19,<0> ,85,<0> ,1017,<0> ,2.8,<0> ,4,265,<0> ,11,<0> ,9.1,<0> ,0,<0> ,5,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 5:45,,,,,,,,,,,,,,,,,,,,,21.6,<0> ,48.96,<0> ,32,<0> ,47.1,<0> ,3.4,<0> ,0.82,<0> ,0.78,<3> ,7.4,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 5:45,,18.9,<0> ,87,<0> ,1017,<0> ,2.7,<0> ,4.2,259,<0> ,9,<0> ,36.1,<0> ,0,<0> ,23,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 6:00,,,,,,,,,,,,,,,,,,,,,21.5,<0> ,48.05,<0> ,31.4,<0> ,45.6,<0> ,3.4,<0> ,0.9,<0> ,0.86,<3> ,7.3,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 6:00,,18.9,<0> ,87,<0> ,1017,<0> ,2.9,<0> ,5.1,262,<0> ,10,<0> ,101.3,<0> ,0,<0> ,71,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 6:15,,,,,,,,,,,,,,,,,,,,,21.6,<0> ,48.69,<0> ,31.8,<0> ,49.5,<0> ,3.6,<0> ,0.98,<0> ,0.94,<3> ,7.4,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 6:15,,19.2,<0> ,87,<0> ,1017,<0> ,3.8,<0> ,5.3,256,<0> ,10,<0> ,203.3,<0> ,0,<0> ,133,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 6:30,,,,,,,,,,,,,,,,,,,,,21.7,<0> ,47.87,<0> ,31.2,<0> ,49.8,<0> ,3.7,<0> ,1.06,<0> ,1.02,<3> ,7.4,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 6:30,,19.5,<0> ,86,<0> ,1017,<0> ,4,<0> ,6.2,250,<0> ,11,<0> ,315.5,<0> ,0,<0> ,200,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 6:45,,,,,,,,,,,,,,,,,,,,,21.7,<0> ,47.98,<0> ,31.3,<0> ,48.8,<0> ,3.6,<0> ,1.15,<0> ,1.1,<3> ,7.4,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 6:45,,19.9,<0> ,85,<0> ,1018,<0> ,4.1,<0> ,6,252,<0> ,13,<0> ,394.4,<0> ,0,<0> ,249,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 7:00,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,47.68,<0> ,31.1,<0> ,50.2,<0> ,3.7,<0> ,1.23,<0> ,1.18,<3> ,7.4,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 7:00,,20.2,<0> ,83,<0> ,1018,<0> ,4.2,<0> ,6.5,250,<0> ,12,<0> ,420.6,<0> ,0,<0> ,255,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 7:15,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,47.63,<0> ,31.1,<0> ,53.4,<0> ,3.9,<0> ,1.32,<0> ,1.27,<3> ,7.4,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 7:15,,20.4,<0> ,81,<0> ,1018,<0> ,3.9,<0> ,6.6,252,<0> ,13,<0> ,415.5,<0> ,0,<0> ,243,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 7:30,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,48.5,<0> ,31.7,<0> ,57.2,<0> ,4.2,<0> ,1.39,<0> ,1.35,<3> ,7.5,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 7:30,,20.6,<0> ,80,<0> ,1017,<0> ,4,<0> ,5.7,250,<0> ,11,<0> ,460,<0> ,0,<0> ,271,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 7:45,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,49.36,<0> ,32.3,<0> ,60.2,<0> ,4.4,<0> ,1.46,<0> ,1.42,<3> ,7.5,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 7:45,,20.7,<0> ,79,<0> ,1017,<0> ,4,<0> ,6.8,255,<0> ,12,<0> ,479.5,<0> ,0,<0> ,271,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 8:00,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,49.54,<0> ,32.5,<0> ,62.7,<0> ,4.6,<0> ,1.52,<0> ,1.48,<3> ,7.5,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 8:00,,21.6,<0> ,77,<0> ,1017,<0> ,4.1,<0> ,7.3,252,<0> ,17,<0> ,813.9,<0> ,0,<0> ,469,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 8:15,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,49.76,<0> ,32.6,<0> ,65.8,<0> ,4.8,<0> ,1.58,<0> ,1.54,<3> ,7.6,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 8:15,,21.7,<0> ,74,<0> ,1017,<0> ,4.9,<0> ,7.2,256,<0> ,14,<0> ,687.1,<0> ,0,<0> ,384,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 8:30,,,,,,,,,,,,,,,,,,,,,22,<0> ,49.86,<0> ,32.7,<0> ,67.5,<0> ,4.9,<0> ,1.63,<0> ,1.59,<3> ,7.6,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 8:30,,22.4,<0> ,72,<0> ,1017,<0> ,4.7,<0> ,8,246,<0> ,13,<0> ,1042.8,<0> ,0,<0> ,592,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 8:45,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,49.92,<0> ,32.7,<0> ,68.2,<0> ,4.9,<0> ,1.66,<0> ,1.62,<3> ,7.6,<0> ,10,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 8:45,,22.4,<0> ,72,<0> ,1017,<0> ,4.6,<0> ,7.1,248,<0> ,12,<0> ,526.9,<0> ,0,<0> ,287,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 9:00,,,,,,,,,,,,,,,,,,,,,21.8,<0> ,50.2,<0> ,32.9,<0> ,72,<0> ,5.2,<0> ,1.7,<0> ,1.66,<3> ,7.7,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 9:00,,22.7,<0> ,72,<0> ,1017,<0> ,5.4,<0> ,8.1,255,<0> ,14,<0> ,993,<0> ,0,<0> ,556,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 9:15,,,,,,,,,,,,,,,,,,,,,21.6,<0> ,50.59,<0> ,33.2,<0> ,78.4,<0> ,5.7,<0> ,1.72,<0> ,1.68,<3> ,7.7,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 9:15,,23.1,<0> ,71,<0> ,1017,<0> ,5.5,<0> ,8.8,263,<0> ,14,<0> ,956.1,<0> ,0,<0> ,535,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 9:30,,,,,,,,,,,,,,,,,,,,,21.5,<0> ,50.9,<0> ,33.5,<0> ,83.1,<0> ,6,<0> ,1.74,<0> ,1.7,<3> ,7.8,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 9:30,,23.5,<0> ,70,<0> ,1017,<0> ,4.6,<0> ,8.1,261,<0> ,13,<0> ,1108,<0> ,0,<0> ,617,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 9:45,,,,,,,,,,,,,,,,,,,,,21.5,<0> ,51.17,<0> ,33.7,<0> ,86.5,<0> ,6.3,<0> ,1.75,<0> ,1.72,<3> ,7.8,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 9:45,,23.9,<0> ,69,<0> ,1016,<0> ,4.4,<0> ,6.6,251,<0> ,17,<0> ,1382,<0> ,0,<0> ,769,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 10:00,,,,,,,,,,,,,,,,,,,,,21.5,<0> ,51.33,<0> ,33.8,<0> ,87.9,<0> ,6.4,<0> ,1.76,<0> ,1.73,<3> ,7.8,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 10:00,,24.3,<0> ,68,<0> ,1016,<0> ,5.1,<0> ,7.1,252,<0> ,14,<0> ,1379.8,<0> ,0,<0> ,762,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 10:15,,,,,,,,,,,,,,,,,,,,,21.6,<0> ,51.19,<0> ,33.7,<0> ,86.5,<0> ,6.3,<0> ,1.76,<0> ,1.73,<3> ,7.8,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 10:15,,24.9,<0> ,67,<0> ,1016,<0> ,4.3,<0> ,7.4,249,<0> ,22,<0> ,1436.9,<0> ,0,<0> ,793,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 10:30,,,,,,,,,,,,,,,,,,,,,21.6,<0> ,51.38,<0> ,33.8,<0> ,89.7,<0> ,6.5,<0> ,1.75,<0> ,1.72,<3> ,7.8,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 10:30,,25.2,<0> ,65,<0> ,1016,<0> ,4.6,<0> ,7.6,260,<0> ,23,<0> ,1500.2,<0> ,0,<0> ,827,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 10:45,,,,,,,,,,,,,,,,,,,,,21.6,<0> ,51.26,<0> ,33.7,<0> ,88.2,<0> ,6.4,<0> ,1.72,<0> ,1.69,<3> ,7.8,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 10:45,,25.5,<0> ,64,<0> ,1016,<0> ,4.6,<0> ,7.2,255,<0> ,13,<0> ,1577.8,<0> ,0,<0> ,871,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 11:00,,,,,,,,,,,,,,,,,,,,,21.9,<0> ,50.8,<0> ,33.4,<0> ,84.3,<0> ,6.1,<0> ,1.68,<0> ,1.65,<3> ,7.8,<0> ,9,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 11:00,,25.8,<0> ,63,<0> ,1016,<0> ,4.1,<0> ,6.3,238,<0> ,16,<0> ,1606.3,<0> ,0,<0> ,890,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 11:15,,,,,,,,,,,,,,,,,,,,,22.5,<0> ,50.16,<0> ,32.9,<0> ,77.5,<0> ,5.6,<0> ,1.64,<0> ,1.62,<3> ,7.7,<0> ,11,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 11:15,,26.1,<0> ,61,<0> ,1015,<0> ,4.3,<0> ,7.8,255,<0> ,22,<0> ,1601.7,<0> ,0,<0> ,884,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 11:30,,,,,,,,,,,,,,,,,,,,,23,<0> ,49.8,<0> ,32.6,<0> ,75.4,<0> ,5.4,<0> ,1.58,<0> ,1.56,<3> ,7.6,<0> ,12,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 11:30,,26.6,<0> ,60,<0> ,1015,<0> ,4.4,<0> ,6.9,258,<0> ,17,<0> ,1438.5,<0> ,0,<0> ,784,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 11:45,,,,,,,,,,,,,,,,,,,,,23.3,<0> ,49.56,<0> ,32.5,<0> ,75.4,<0> ,5.3,<0> ,1.52,<0> ,1.5,<3> ,7.6,<0> ,13,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 11:45,,26.7,<0> ,60,<0> ,1015,<0> ,5.1,<0> ,7.7,244,<0> ,17,<0> ,1653.8,<0> ,0,<0> ,892,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 12:00,,,,,,,,,,,,,,,,,,,,,23.7,<0> ,49.25,<0> ,32.2,<0> ,76,<0> ,5.4,<0> ,1.45,<0> ,1.43,<3> ,7.6,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 12:00,,27,<0> ,58,<0> ,1015,<0> ,4.2,<0> ,7.9,239,<0> ,19,<0> ,1706.1,<0> ,0,<0> ,918,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 12:15,,,,,,,,,,,,,,,,,,,,,23.9,<0> ,48.96,<0> ,32,<0> ,76.5,<0> ,5.4,<0> ,1.39,<0> ,1.37,<3> ,7.6,<0> ,14,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 12:15,,27.3,<0> ,58,<0> ,1015,<0> ,4.4,<0> ,6.6,233,<0> ,14,<0> ,1747.2,<0> ,0,<0> ,943,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 12:30,,,,,,,,,,,,,,,,,,,,,24.1,<0> ,48.75,<0> ,31.8,<0> ,77.6,<0> ,5.4,<0> ,1.32,<0> ,1.3,<3> ,7.6,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 12:30,,27.7,<0> ,54,<0> ,1015,<0> ,4,<0> ,7.1,253,<0> ,18,<0> ,1752.8,<0> ,0,<0> ,949,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 12:45,,,,,,,,,,,,,,,,,,,,,24.3,<0> ,48.5,<0> ,31.7,<0> ,78.6,<0> ,5.5,<0> ,1.24,<0> ,1.22,<3> ,7.5,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 12:45,,28,<0> ,54,<0> ,1015,<0> ,4.2,<0> ,8,255,<0> ,21,<0> ,1604.4,<0> ,0,<0> ,869,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 13:00,,,,,,,,,,,,,,,,,,,,,24.5,<0> ,48.28,<0> ,31.5,<0> ,79.7,<0> ,5.6,<0> ,1.16,<0> ,1.14,<3> ,7.5,<0> ,15,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 13:00,,28.4,<0> ,54,<0> ,1015,<0> ,3.7,<0> ,6.9,268,<0> ,32,<0> ,1702.8,<0> ,0,<0> ,924,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 13:15,,,,,,,,,,,,,,,,,,,,,24.8,<0> ,48.08,<0> ,31.3,<0> ,81.5,<0> ,5.7,<0> ,1.08,<0> ,1.06,<3> ,7.5,<0> ,15,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 13:15,,28.3,<0> ,54,<0> ,1015,<0> ,4.1,<0> ,8,291,<0> ,22,<0> ,1635.7,<0> ,0,<0> ,900,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 13:30,,,,,,,,,,,,,,,,,,,,,25,<0> ,47.89,<0> ,31.2,<0> ,83.4,<0> ,5.8,<0> ,1,<0> ,0.99,<3> ,7.5,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 13:30,,28.6,<0> ,53,<0> ,1014,<0> ,4,<0> ,7,259,<0> ,23,<0> ,1501,<0> ,0,<0> ,827,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 13:45,,,,,,,,,,,,,,,,,,,,,25.3,<0> ,47.77,<0> ,31.1,<0> ,84.7,<0> ,5.8,<0> ,0.92,<0> ,0.91,<3> ,7.5,<0> ,16,<0> ,,<-1> 
niwolmet  ,P,5/8/2023 13:45,,28.3,<0> ,53,<0> ,1014,<0> ,4.2,<0> ,6.3,283,<0> ,18,<0> ,618.6,<0> ,0,<0> ,343,<0> ,,,,,,,,,,,,,,,,,,,,
niwcbwq   ,P,5/8/2023 14:00,,,,,,,,,,,,,,,,,,,,,25.4,<0> ,47.66,<0> ,31,<0> ,85.9,<0> ,5.9,<0> ,0.84,<0> ,0.83,<3> ,7.5,<0> ,16,<0> ,,<-1> 
